triplet_id,source,none_logit,none_prob,argmax,pairwise_divergence,is_false_none
positive_00036,positive,-0.011148279532790184,0.25343507528305054,2,0.2349,False
positive_00037,positive,0.02129451371729374,0.25914764404296875,3,0.4561,True
positive_00038,positive,0.03945747762918472,0.26408758759498596,3,0.040266666666666666,True
positive_00039,positive,-0.0014641876332461834,0.2526651620864868,2,0.1876,False
positive_00040,positive,0.06371671706438065,0.26494354009628296,3,0.45163333333333333,True
positive_00041,positive,0.022656140848994255,0.25399693846702576,2,0.04016666666666666,False
positive_00042,positive,0.005839597433805466,0.25429052114486694,2,0.13603333333333334,False
positive_00043,positive,0.00942065380513668,0.24980761110782623,1,0.45310000000000006,False
positive_00044,positive,0.024583281949162483,0.2569446861743927,3,0.040233333333333336,True
positive_00045,positive,-0.014487570151686668,0.2460002899169922,2,0.09173333333333333,False
positive_00046,positive,0.02028614841401577,0.2503204047679901,2,0.4538333333333333,False
positive_00047,positive,0.044339850544929504,0.2601235508918762,2,0.04070000000000001,False
positive_00048,positive,-0.019872549921274185,0.2516897916793823,2,0.16436666666666666,False
positive_00049,positive,0.046412013471126556,0.2582823932170868,3,0.4545333333333333,True
positive_00050,positive,0.04098653793334961,0.2583545446395874,2,0.04123333333333334,False
positive_00051,positive,0.02641194872558117,0.25883054733276367,3,0.25506666666666666,True
positive_00052,positive,0.061083633452653885,0.26458635926246643,3,0.454,True
positive_00053,positive,0.03972422331571579,0.2641555666923523,3,0.04070000000000001,True
positive_00054,positive,0.034550316631793976,0.26833343505859375,3,0.15813333333333335,True
positive_00055,positive,0.07405702024698257,0.2686719298362732,3,0.4548666666666667,True
positive_00056,positive,0.042253121733665466,0.2590391933917999,3,0.04016666666666666,True
positive_00057,positive,0.020239612087607384,0.25775250792503357,2,0.1442,False
positive_00058,positive,0.02205023169517517,0.2542547285556793,2,0.3654,False
positive_00059,positive,-0.023729370906949043,0.2456957995891571,2,0.0409,False
positive_00060,positive,0.054504454135894775,0.26757633686065674,3,0.1337,True
positive_00061,positive,0.004799491260200739,0.25378549098968506,2,0.32753333333333334,False
positive_00062,positive,0.03973805531859398,0.26440149545669556,3,0.04083333333333333,True
positive_00063,positive,0.0066110920161008835,0.2567358911037445,3,0.20256666666666667,True
positive_00064,positive,-0.027348505333065987,0.2481711208820343,2,0.3302,False
positive_00065,positive,0.03153379634022713,0.2574611306190491,2,0.041699999999999994,False
positive_00066,positive,-0.010076789185404778,0.24708862602710724,2,0.19073333333333334,False
positive_00067,positive,-0.01821044087409973,0.2543119788169861,2,0.3274,False
positive_00068,positive,0.02364571951329708,0.2544018030166626,2,0.040233333333333336,False
positive_00069,positive,0.03862765431404114,0.25962215662002563,3,0.21206666666666665,True
positive_00070,positive,0.0733010545372963,0.2648150324821472,3,0.16006666666666666,True
positive_00071,positive,-0.007505971472710371,0.2499115914106369,2,0.041633333333333335,False
positive_00072,positive,0.03869542479515076,0.2614317834377289,2,0.24756666666666663,False
positive_00073,positive,0.027774550020694733,0.2572231590747833,2,0.36166666666666664,False
positive_00074,positive,0.0495554618537426,0.2665275037288666,3,0.041166666666666664,True
positive_00075,positive,0.010246410965919495,0.25432246923446655,2,0.2611,False
positive_00076,positive,-0.0016843131743371487,0.25485438108444214,2,0.32903333333333334,False
positive_00077,positive,-0.02280157431960106,0.2473321259021759,2,0.03996666666666667,False
positive_00078,positive,-0.03867867588996887,0.24258707463741302,2,0.2127666666666667,False
positive_00079,positive,-0.04027078300714493,0.2450229674577713,2,0.33003333333333335,False
positive_00080,positive,0.02889815717935562,0.2580242455005646,2,0.040233333333333336,False
positive_00081,positive,0.06089600920677185,0.2694357633590698,3,0.2543,True
positive_00082,positive,0.050706446170806885,0.26362794637680054,3,0.15966666666666665,True
positive_00083,positive,-0.01689489185810089,0.24534514546394348,2,0.030466666666666666,False
positive_00084,positive,0.021255379542708397,0.2548924684524536,2,0.19556666666666667,False
positive_00085,positive,0.05427056923508644,0.2652755081653595,3,0.15966666666666665,True
positive_00086,positive,-0.03809677064418793,0.24150629341602325,2,0.08186666666666666,False
positive_00087,positive,0.01158152800053358,0.2529304623603821,3,0.19013333333333335,True
positive_00088,positive,-0.031657978892326355,0.25865963101387024,3,0.32693333333333335,True
positive_00089,positive,0.03464483469724655,0.2582971155643463,3,0.0845,True
positive_00090,positive,-0.02066449262201786,0.2470555305480957,2,0.22516666666666665,False
positive_00091,positive,-0.022039609029889107,0.24717006087303162,2,0.32680000000000003,False
positive_00092,positive,0.07434404641389847,0.2749677300453186,3,0.08456666666666666,True
positive_00093,positive,0.0005685919895768166,0.25525540113449097,2,0.23866666666666667,False
positive_00094,positive,0.002683103084564209,0.25342610478401184,2,0.3656,False
positive_00095,positive,0.0031301698181778193,0.2527596950531006,2,0.0819,False
positive_00096,positive,0.02021941915154457,0.25558605790138245,2,0.12120000000000002,False
positive_00097,positive,0.006153111811727285,0.25214534997940063,2,0.3612666666666667,False
positive_00098,positive,0.012497631832957268,0.25357261300086975,2,0.0827,False
positive_00099,positive,0.05635497346520424,0.27094337344169617,3,0.23643333333333336,True
positive_00100,positive,0.061167359352111816,0.26952388882637024,3,0.16003333333333333,True
positive_00101,positive,0.027554413303732872,0.2625468671321869,3,0.08276666666666667,True
positive_00102,positive,0.012198923155665398,0.25546735525131226,2,0.24466666666666667,False
positive_00103,positive,0.0355009101331234,0.26789116859436035,3,0.36533333333333334,True
positive_00104,positive,-0.041007984429597855,0.24652089178562164,2,0.022433333333333333,False
positive_00105,positive,-0.0161102544516325,0.2529144287109375,2,0.24896666666666667,False
positive_00106,positive,-0.04355679452419281,0.24423748254776,2,0.3271,False
positive_00107,positive,-0.03298867866396904,0.24786049127578735,2,0.022366666666666663,False
positive_00108,positive,-0.009985554963350296,0.2520647644996643,2,0.21373333333333333,False
positive_00109,positive,-0.02824149839580059,0.24657535552978516,2,0.32766666666666666,False
positive_00110,positive,-0.031065626069903374,0.2480359971523285,2,0.022466666666666666,False
positive_00111,positive,0.006825472228229046,0.2499397248029709,2,0.12550000000000003,False
positive_00112,positive,0.012155253440141678,0.25599247217178345,2,0.3275,False
positive_00113,positive,-0.02563602663576603,0.24795114994049072,2,0.022433333333333333,False
positive_00114,positive,-0.02762908674776554,0.24725157022476196,2,0.1973,False
positive_00115,positive,0.019273078069090843,0.25922343134880066,3,0.3619333333333333,True
positive_00116,positive,-0.025309626013040543,0.2470346987247467,2,0.013066666666666666,False
positive_00117,positive,-0.01354568637907505,0.25163978338241577,2,0.18613333333333335,False
positive_00118,positive,0.0020567025057971478,0.2579142153263092,2,0.32986666666666664,False
positive_00119,positive,-0.028559790924191475,0.24737659096717834,2,0.012266666666666667,False
real_negative_00000,real_negative,0.03807283937931061,0.26548901200294495,3,0.2936,False
real_negative_00001,real_negative,0.030062908306717873,0.26038825511932373,3,0.21459999999999999,False
real_negative_00002,real_negative,-0.0018103956244885921,0.2531428635120392,2,0.1231,False
real_negative_00003,real_negative,0.03374311327934265,0.2580312490463257,3,0.29583333333333334,False
real_negative_00004,real_negative,0.0033541247248649597,0.25557345151901245,0,0.12419999999999999,False
real_negative_00005,real_negative,-0.012542083859443665,0.2506335973739624,0,0.18993333333333332,False
real_negative_00006,real_negative,0.06770966947078705,0.2667454183101654,3,0.23539999999999997,False
real_negative_00007,real_negative,0.09117193520069122,0.27996277809143066,3,0.2675666666666667,False
real_negative_00008,real_negative,0.06434490531682968,0.2714015543460846,3,0.28609999999999997,False
real_negative_00009,real_negative,0.03135852515697479,0.2598716914653778,3,0.14376666666666668,False
real_negative_00010,real_negative,0.10268008708953857,0.2808304727077484,3,0.2938,False
real_negative_00011,real_negative,0.012337902560830116,0.2578423321247101,2,0.1644,False
real_negative_00012,real_negative,-0.011419301852583885,0.25372105836868286,3,0.2187666666666667,False
real_negative_00013,real_negative,0.06558883190155029,0.2671952247619629,3,0.3021666666666667,False
real_negative_00014,real_negative,0.014461677521467209,0.25565236806869507,2,0.09403333333333334,False
real_negative_00015,real_negative,0.05052771791815758,0.26289841532707214,3,0.23546666666666669,False
real_negative_00016,real_negative,0.002093840856105089,0.25334984064102173,2,0.06296666666666667,False
real_negative_00017,real_negative,-0.039641983807086945,0.24883146584033966,2,0.24136666666666665,False
real_negative_00018,real_negative,0.05052898824214935,0.2639954686164856,3,0.28363333333333335,False
real_negative_00019,real_negative,0.03717321902513504,0.2616201639175415,2,0.1688333333333333,False
real_negative_00020,real_negative,0.03450392559170723,0.2636164724826813,3,0.24856666666666669,False
real_negative_00021,real_negative,-0.01583344303071499,0.24456296861171722,2,0.20066666666666666,False
real_negative_00022,real_negative,0.021090548485517502,0.2504168748855591,2,0.18263333333333331,False
real_negative_00023,real_negative,0.07147163897752762,0.27098706364631653,3,0.28676666666666667,False
real_negative_00024,real_negative,0.10907168686389923,0.27979472279548645,3,0.29656666666666665,False
real_negative_00025,real_negative,0.00482502905651927,0.2587023377418518,3,0.2484666666666667,False
real_negative_00026,real_negative,0.023209376260638237,0.2621499300003052,2,0.2814333333333333,False
real_negative_00027,real_negative,0.01820925623178482,0.2578195333480835,2,0.12603333333333333,False
real_negative_00028,real_negative,0.0110213877633214,0.2583148777484894,2,0.17663333333333334,False
real_negative_00029,real_negative,0.06843923032283783,0.2726168930530548,3,0.27116666666666667,False
real_negative_00030,real_negative,0.06697525084018707,0.26789146661758423,3,0.29586666666666667,False
real_negative_00031,real_negative,0.045289281755685806,0.260557621717453,3,0.15426666666666666,False
real_negative_00032,real_negative,0.025022804737091064,0.2531595826148987,2,0.1161,False
real_negative_00033,real_negative,0.036423519253730774,0.25781500339508057,2,0.251,False
real_negative_00034,real_negative,0.050313550978899,0.26301220059394836,3,0.2401333333333333,False
real_negative_00035,real_negative,0.0073453341610729694,0.2530837059020996,2,0.1085,False
real_negative_00036,real_negative,0.024354593828320503,0.2578643262386322,3,0.10693333333333332,False
real_negative_00037,real_negative,0.04605480656027794,0.26258164644241333,3,0.11426666666666667,False
real_negative_00038,real_negative,0.027954749763011932,0.260317325592041,3,0.0973,False
real_negative_00039,real_negative,0.028243251144886017,0.26374828815460205,2,0.07016666666666667,False
real_negative_00040,real_negative,0.042440664023160934,0.26120832562446594,3,0.11993333333333334,False
real_negative_00041,real_negative,-0.01788880117237568,0.2498008906841278,2,0.028566666666666667,False
real_negative_00042,real_negative,-0.002717365976423025,0.25372132658958435,2,0.09166666666666667,False
real_negative_00043,real_negative,0.034887246787548065,0.25691336393356323,3,0.10536666666666668,False
real_negative_00044,real_negative,-0.002060891594737768,0.25201231241226196,2,0.08303333333333333,False
real_negative_00045,real_negative,0.059849951416254044,0.26791301369667053,3,0.11663333333333332,False
real_negative_00046,real_negative,0.012757869437336922,0.2542092502117157,2,0.1161,False
real_negative_00047,real_negative,-0.019489813596010208,0.24875901639461517,2,0.09676666666666667,False
real_negative_00048,real_negative,0.007574466522783041,0.25122204422950745,2,0.10903333333333333,False
real_negative_00049,real_negative,-0.012840216979384422,0.25142428278923035,2,0.08336666666666666,False
real_negative_00050,real_negative,-0.05064050853252411,0.2366068810224533,2,0.0038,False
real_negative_00051,real_negative,0.04167282581329346,0.266250878572464,3,0.11953333333333334,False
real_negative_00052,real_negative,0.03320236876606941,0.26009613275527954,2,0.0909,False
real_negative_00053,real_negative,0.06689869612455368,0.26440009474754333,3,0.10510000000000001,False
real_negative_00054,real_negative,0.024539263918995857,0.25333836674690247,2,0.1146,False
real_negative_00055,real_negative,0.007133244536817074,0.25797826051712036,3,0.09093333333333332,False
real_negative_00056,real_negative,0.03294941410422325,0.26663270592689514,3,0.11913333333333333,False
real_negative_00057,real_negative,0.02425539307296276,0.25551164150238037,3,0.0757,False
real_negative_00058,real_negative,0.029619470238685608,0.2590840756893158,2,0.08273333333333334,False
real_negative_00059,real_negative,0.10245887190103531,0.27334877848625183,3,0.11816666666666666,False
